ItemID;SKU;ProductName;Category;Supplier;Unit;PurchasePrice;SalePrice;StockQuantity;ReorderLevel;ReorderQuantity;Location;DateAdded;LastRestockDate;ExpirationDate
ITEM0149;MED-00149;Ultra Parafuso;Medicamentos;NovaLog;kg;233.99;446.92;408;72;12;A9-P4;2023-06-23;2024-07-23;2026-01-23
ITEM0150;LIM-00150;Smart Lâmpada;Limpeza;AurumTrade;lt;477.68;893.26;330;13;97;A1-P13;2024-06-25;2025-03-10;
ITEM0151;MED-00151;Smart HD;Medicamentos;DistribuidoraBeta;cx;92.52;177.64;436;81;183;A8-P10;2020-01-29;2022-01-17;2020-12-19
ITEM0152;ACE-00152;Compact Lâmpada;Acessórios;FornecExpress;un;329.09;467.31;257;21;83;A6-P46;2021-03-13;2021-11-18;
ITEM0153;BEB-00153;Advance SSD;Bebidas;EconDistrib;kg;302.16;386.76;197;63;55;A10-P18;2020-09-23;2022-10-25;2021-01-21
ITEM0154;INF-00154;Ultra Boneca;Informática;AurumTrade;kg;252.68;459.88;160;33;187;A10-P30;2023-11-13;2025-01-16;
ITEM0155;ACE-00155;Compact Tênis;Acessórios;Delta Supply;un;531.33;1078.6;314;42;116;A10-P37;2025-09-11;2025-11-08;
ITEM0156;MÓV-00156;Slim Camisa;Móveis;NovaLog;un;216.24;278.95;219;63;161;A10-P3;2025-07-23;2025-08-11;
ITEM0157;BRI-00157;Max SSD;Brinquedos;ComercialSul;kg;404.3;683.27;93;65;71;A10-P31;2022-09-16;2025-08-16;
ITEM0158;BRI-00158;Eco Tênis;Brinquedos;NorteImport;un;363.14;435.77;86;82;112;A4-P24;2020-10-20;2024-09-29;
ITEM0159;FER-00159;Slim Shampoo;Ferramentas;MegaFornecimentos;cx;252.76;454.97;440;80;167;A3-P26;2020-11-27;2021-01-31;
ITEM0160;INF-00160;Plus Cadeira;Informática;DistribuidoraBeta;kg;352.9;518.76;498;69;165;A10-P39;2023-02-19;2025-03-03;
ITEM0161;INF-00161;Eco SSD;Informática;ComercialSul;un;121.83;188.84;419;60;133;A7-P50;2024-08-03;2025-11-05;
ITEM0162;ELE-00162;Eco Caneta;Eletrônicos;DistribuidoraBeta;kg;264.88;336.4;431;10;142;A6-P1;2024-02-16;2025-08-11;
ITEM0163;FER-00163;Slim HD;Ferramentas;EconDistrib;kg;44.61;87.88;406;65;178;A2-P15;2025-02-11;2025-06-12;
ITEM0164;FER-00164;Eco Parafuso;Ferramentas;DistribuidoraBeta;cx;71.92;84.15;496;78;120;A4-P15;2020-04-22;2020-10-07;
ITEM0165;ROU-00165;Advance Papel;Roupas;FornecExpress;lt;462.26;508.49;163;56;48;A8-P23;2021-01-15;2021-05-21;
ITEM0166;ROU-00166;Super Arroz;Roupas;FornecExpress;cx;498.81;698.33;75;56;135;A6-P43;2021-10-13;2025-01-22;
ITEM0167;MAT-00167;Ultra Cadeira;Material de Escritório;NovaLog;lt;374.05;628.4;238;84;119;A4-P15;2021-08-25;2024-06-24;
ITEM0168;FER-00168;Ultra Mouse;Ferramentas;ComercialSul;cx;10.92;21.29;245;23;54;A8-P38;2025-03-08;2025-08-28;
ITEM0169;BEB-00169;Plus Mouse;Bebidas;NovaLog;cx;333.27;453.25;298;89;191;A9-P48;2025-02-18;2025-10-13;2026-07-09
ITEM0170;ROU-00170;Advance Analgésico;Roupas;AurumTrade;cx;625.53;1157.23;461;16;59;A8-P5;2025-03-05;2025-07-06;
ITEM0171;ELE-00171;Plus Arroz;Eletrônicos;ComercialSul;kg;511.19;991.71;427;14;37;A4-P36;2020-10-10;2025-08-13;
ITEM0172;BRI-00172;Smart SSD;Brinquedos;Delta Supply;kg;473.0;624.36;450;97;94;A2-P31;2023-12-27;2025-04-16;
ITEM0173;HIG-00173;Super Papel;Higiene Pessoal;FornecExpress;kg;464.29;1002.87;481;51;196;A6-P32;2023-07-01;2023-07-08;2024-05-13
ITEM0174;FER-00174;Pro Mesa;Ferramentas;DistribuidoraBeta;lt;31.36;53.63;277;46;50;A9-P7;2022-08-26;2023-10-16;
ITEM0175;ALI-00175;Smart Mouse;Alimentos;MegaFornecimentos;kg;520.83;1140.62;82;94;125;A6-P29;2025-07-28;2025-08-14;2025-12-05
ITEM0176;MAT-00176;Pro Arroz;Material de Escritório;EconDistrib;un;325.0;471.25;466;22;160;A5-P30;2024-01-24;2024-08-06;
ITEM0177;LIM-00177;Pro Copo;Limpeza;GrupoAlfa;lt;439.56;786.81;345;15;50;A7-P35;2025-07-13;2025-08-25;
ITEM0178;HIG-00178;Compact Caneta;Higiene Pessoal;EconDistrib;kg;212.08;277.82;321;69;101;A4-P49;2025-09-26;2025-10-11;2028-01-07
ITEM0179;HIG-00179;Super Fone;Higiene Pessoal;AurumTrade;kg;45.11;98.34;421;67;91;A10-P27;2023-01-12;2023-04-03;2025-10-16
ITEM0180;ALI-00180;Advance Camisa;Alimentos;FornecExpress;cx;737.58;1268.64;212;15;139;A2-P1;2021-04-01;2025-09-19;2024-01-28
ITEM0181;MED-00181;Smart Analgésico;Medicamentos;NovaLog;un;717.44;961.37;204;81;186;A4-P12;2022-09-11;2023-11-12;2024-06-03
ITEM0182;ACE-00182;Advance Fone;Acessórios;NorteImport;lt;401.76;823.61;182;38;90;A5-P6;2025-09-17;2025-10-14;
ITEM0183;BRI-00183;Plus Teclado;Brinquedos;MegaFornecimentos;un;462.58;786.39;50;100;36;A8-P31;2020-11-05;2021-10-08;
ITEM0184;ROU-00184;Ultra HD;Roupas;DistribuidoraBeta;cx;153.53;296.31;454;21;36;A9-P27;2025-05-27;2025-10-04;
ITEM0185;HIG-00185;Slim Boneca;Higiene Pessoal;ComercialSul;un;217.58;422.11;253;56;131;A8-P18;2023-10-25;2025-03-26;2024-01-08
ITEM0186;ACE-00186;Slim Mouse;Acessórios;MegaFornecimentos;cx;17.03;19.75;86;49;174;A10-P31;2023-12-23;2024-04-22;
ITEM0187;ELE-00187;Max Shampoo;Eletrônicos;FornecExpress;cx;434.58;860.47;183;56;25;A2-P39;2024-05-23;2025-02-15;
ITEM0188;MÓV-00188;Max Arroz;Móveis;GrupoAlfa;cx;669.39;1325.39;142;59;100;A10-P43;2025-11-03;2025-11-05;
ITEM0189;ELE-00189;Super Caneta;Eletrônicos;DistribuidoraBeta;kg;469.15;558.29;46;20;63;A6-P12;2024-08-14;2025-01-01;
ITEM0190;ACE-00190;Eco Monitor;Acessórios;ComercialSul;cx;407.13;753.19;39;93;200;A2-P39;2020-08-23;2021-03-16;
ITEM0191;MED-00191;Slim Lâmpada;Medicamentos;MegaFornecimentos;cx;194.18;326.22;100;18;84;A1-P12;2024-04-04;2024-04-22;2026-10-11
ITEM0192;ROU-00192;Ultra Papel;Roupas;ComercialSul;un;624.59;1099.28;428;84;62;A6-P11;2020-04-30;2022-08-22;
ITEM0193;FER-00193;Plus Lâmpada;Ferramentas;EconDistrib;lt;405.47;725.79;462;81;41;A4-P29;2023-03-31;2024-05-30;
ITEM0194;ILU-00194;Smart Papel;Iluminação;AurumTrade;lt;498.47;902.23;362;42;57;A1-P49;2024-06-18;2025-10-30;
ITEM0195;ILU-00195;Ultra Arroz;Iluminação;AurumTrade;lt;332.53;399.04;69;77;81;A9-P4;2025-05-20;2025-07-30;
ITEM0196;ELE-00196;Smart Teclado;Eletrônicos;NovaLog;lt;788.7;1151.5;403;23;177;A5-P46;2022-11-08;2025-10-16;
ITEM0197;BEB-00197;Max Mesa;Bebidas;FornecExpress;lt;510.31;857.32;493;11;37;A9-P21;2023-07-11;2024-10-26;2025-07-29
ITEM0198;ILU-00198;Compact Boneca;Iluminação;NovaLog;kg;791.61;1614.88;38;81;90;A3-P22;2021-07-23;2025-04-11;
ITEM0199;CAL-00199;Advance Boneca;Calçados;NovaLog;cx;278.87;315.12;448;91;155;A2-P31;2025-11-05;2025-11-05;
ITEM0200;ILU-00200;Eco HD;Iluminação;MegaFornecimentos;un;208.8;327.82;38;34;184;A8-P29;2025-01-13;2025-03-29;
ITEM0201;FER-00201;Plus Analgésico;Ferramentas;DistribuidoraBeta;un;295.64;467.11;208;84;118;A2-P49;2024-01-29;2025-05-17;
ITEM0202;ROU-00202;Ultra Martelo;Roupas;MegaFornecimentos;lt;377.84;596.99;368;94;58;A4-P33;2020-01-19;2020-08-04;
ITEM0203;LIM-00203;Pro Camisa;Limpeza;Delta Supply;cx;155.71;230.45;24;46;46;A3-P12;2021-02-07;2025-09-02;
ITEM0204;INF-00204;Smart Mouse;Informática;EconDistrib;un;305.64;611.28;191;94;162;A3-P49;2022-05-03;2022-07-31;
ITEM0205;ACE-00205;Super Boneca;Acessórios;EconDistrib;cx;183.16;304.05;155;40;178;A8-P6;2020-05-24;2021-07-12;
ITEM0206;INF-00206;Eco Papel;Informática;MegaFornecimentos;kg;394.96;663.53;127;17;39;A1-P32;2021-03-13;2025-09-29;
ITEM0207;INF-00207;Advance Fone;Informática;NorteImport;kg;557.12;707.54;69;59;16;A8-P36;2021-03-01;2021-12-11;
ITEM0208;ILU-00208;Pro Copo;Iluminação;EconDistrib;kg;523.88;958.7;81;92;125;A3-P20;2021-10-19;2022-08-10;
ITEM0209;MÓV-00209;Eco Mouse;Móveis;NovaLog;cx;207.3;358.63;241;32;32;A5-P22;2022-10-25;2024-09-10;
ITEM0210;INF-00210;Eco Teclado;Informática;Delta Supply;cx;534.35;977.86;396;77;18;A9-P16;2024-07-19;2024-07-29;
ITEM0211;ALI-00211;Smart Analgésico;Alimentos;NorteImport;un;572.07;755.13;337;14;99;A10-P32;2023-11-07;2024-03-29;2025-08-15
ITEM0212;CAL-00212;Advance Caneta;Calçados;AurumTrade;kg;727.23;1381.74;199;21;58;A2-P34;2022-07-10;2022-10-12;
ITEM0213;INF-00213;Super Cadeira;Informática;FornecExpress;cx;793.65;1619.05;398;27;123;A5-P40;2020-06-21;2023-06-23;
ITEM0214;MAT-00214;Compact Analgésico;Material de Escritório;EconDistrib;cx;416.17;565.99;420;82;125;A5-P39;2021-12-07;2023-04-25;
ITEM0215;LIM-00215;Compact Boneca;Limpeza;GrupoAlfa;lt;190.84;230.92;173;85;83;A1-P38;2024-03-31;2025-10-17;
ITEM0216;BEB-00216;Plus Mouse;Bebidas;NorteImport;un;665.41;858.38;369;7;147;A7-P7;2021-10-19;2024-07-31;2024-01-08
ITEM0217;LIM-00217;Advance Papel;Limpeza;Delta Supply;kg;618.34;1236.68;42;48;64;A10-P42;2024-07-31;2025-09-27;
ITEM0218;LIM-00218;Compact Lâmpada;Limpeza;NorteImport;lt;636.68;1088.72;141;5;73;A10-P32;2020-01-24;2023-06-11;
ITEM0219;CAL-00219;Advance Mesa;Calçados;Delta Supply;un;619.58;997.52;468;22;64;A1-P12;2023-02-18;2024-10-08;
ITEM0220;FER-00220;Super Mouse;Ferramentas;MegaFornecimentos;lt;486.53;895.22;436;18;125;A1-P40;2025-06-02;2025-10-21;
ITEM0221;LIM-00221;Smart Tênis;Limpeza;GrupoAlfa;cx;284.47;412.48;214;68;143;A6-P40;2025-07-16;2025-07-23;
ITEM0222;HIG-00222;Plus Camisa;Higiene Pessoal;NovaLog;cx;99.43;175.0;307;48;190;A8-P30;2020-10-25;2020-11-08;2022-02-16
ITEM0223;ROU-00223;Plus Fone;Roupas;FornecExpress;un;348.72;519.59;123;15;48;A6-P11;2024-02-17;2024-11-22;
ITEM0224;HIG-00224;Compact Copo;Higiene Pessoal;DistribuidoraBeta;cx;182.8;332.7;307;31;16;A7-P42;2020-12-29;2025-08-29;2022-08-03
ITEM0225;FER-00225;Smart Papel;Ferramentas;DistribuidoraBeta;lt;659.83;917.16;57;49;118;A9-P32;2024-05-18;2025-01-29;
ITEM0226;INF-00226;Slim Papel;Informática;GrupoAlfa;un;775.28;1333.48;28;65;24;A9-P43;2020-04-22;2023-04-22;
ITEM0227;FER-00227;Eco HD;Ferramentas;Delta Supply;cx;120.26;151.53;425;85;69;A3-P18;2023-11-22;2024-01-06;
ITEM0228;MÓV-00228;Super Tênis;Móveis;AurumTrade;cx;343.37;525.36;244;99;87;A3-P31;2021-05-06;2024-09-27;
ITEM0229;MAT-00229;Ultra Copo;Material de Escritório;MegaFornecimentos;cx;20.65;32.42;400;9;115;A7-P47;2020-05-14;2020-11-18;
ITEM0230;ACE-00230;Pro Camisa;Acessórios;AurumTrade;cx;336.55;582.23;497;8;133;A6-P42;2025-07-13;2025-09-08;
ITEM0231;LIM-00231;Pro Camisa;Limpeza;NorteImport;un;798.32;1181.51;234;56;42;A2-P30;2023-04-29;2023-07-28;
ITEM0232;ILU-00232;Compact Analgésico;Iluminação;ComercialSul;cx;507.53;817.12;245;76;105;A5-P31;2022-09-12;2023-09-01;
ITEM0233;ILU-00233;Eco Camisa;Iluminação;EconDistrib;cx;685.23;973.03;126;70;115;A2-P7;2022-03-30;2022-11-17;
ITEM0234;HIG-00234;Slim Arroz;Higiene Pessoal;NorteImport;un;676.42;879.35;36;68;49;A5-P36;2025-02-18;2025-07-02;2027-05-25
ITEM0235;MÓV-00235;Max Camisa;Móveis;GrupoAlfa;un;119.05;209.53;445;48;54;A3-P23;2024-01-14;2025-10-23;
ITEM0236;HIG-00236;Super Shampoo;Higiene Pessoal;MegaFornecimentos;cx;757.77;901.75;335;60;25;A4-P6;2022-08-31;2025-07-03;2023-10-08
ITEM0237;ELE-00237;Super Mouse;Eletrônicos;AurumTrade;lt;317.5;609.6;127;88;187;A4-P10;2025-07-26;2025-07-30;
ITEM0238;BEB-00238;Ultra Tênis;Bebidas;NovaLog;kg;290.4;522.72;43;54;126;A6-P46;2022-11-07;2024-01-24;2025-05-13
ITEM0239;INF-00239;Advance Martelo;Informática;AurumTrade;cx;470.92;781.73;300;93;158;A10-P18;2024-05-09;2025-04-18;
ITEM0240;ROU-00240;Advance SSD;Roupas;EconDistrib;un;163.31;310.29;151;63;158;A5-P42;2020-12-10;2023-06-21;
ITEM0241;BEB-00241;Eco Boneca;Bebidas;ComercialSul;cx;290.76;468.12;199;42;187;A5-P48;2022-06-04;2025-09-09;2023-02-21
ITEM0242;ELE-00242;Super Teclado;Eletrônicos;FornecExpress;un;179.59;210.12;57;72;79;A4-P16;2021-03-03;2025-09-29;
ITEM0243;MAT-00243;Pro HD;Material de Escritório;FornecExpress;kg;773.06;1546.12;464;15;139;A2-P22;2022-09-05;2024-02-12;
ITEM0244;MÓV-00244;Ultra Boneca;Móveis;NorteImport;un;115.19;229.23;39;89;117;A6-P2;2022-12-05;2023-09-19;
ITEM0245;FER-00245;Super Teclado;Ferramentas;NorteImport;kg;85.61;135.26;260;72;72;A3-P33;2020-09-01;2023-03-27;
ITEM0246;INF-00246;Ultra Fone;Informática;DistribuidoraBeta;lt;189.32;333.2;366;68;105;A1-P50;2023-08-13;2024-11-15;
ITEM0247;MAT-00247;Max Lâmpada;Material de Escritório;GrupoAlfa;kg;172.78;253.99;77;64;157;A4-P34;2020-04-02;2025-02-14;
ITEM0248;MAT-00248;Super Teclado;Material de Escritório;AurumTrade;cx;626.25;1227.45;320;75;56;A4-P17;2025-09-19;2025-10-25;
ITEM0249;ILU-00249;Plus Teclado;Iluminação;NovaLog;un;661.79;1085.34;438;55;120;A8-P45;2021-02-13;2021-10-02;
ITEM0250;ILU-00250;Max Cadeira;Iluminação;Delta Supply;cx;154.51;230.22;51;58;168;A3-P13;2021-06-02;2023-02-25;
ITEM0251;FER-00251;Plus HD;Ferramentas;ComercialSul;un;393.94;716.97;383;29;41;A2-P29;2021-09-07;2023-12-15;
ITEM0252;FER-00252;Super Mouse;Ferramentas;ComercialSul;cx;632.9;1050.61;84;68;61;A9-P12;2020-01-02;2020-04-09;
ITEM0253;HIG-00253;Super Monitor;Higiene Pessoal;NovaLog;cx;543.58;1087.16;27;20;186;A9-P18;2022-10-28;2024-07-17;2025-04-16
ITEM0254;LIM-00254;Eco Tênis;Limpeza;FornecExpress;kg;325.68;586.22;92;20;182;A4-P2;2021-04-16;2024-08-20;
ITEM0255;BEB-00255;Advance Cadeira;Bebidas;DistribuidoraBeta;lt;192.75;325.75;118;14;133;A7-P21;2024-08-18;2025-10-02;2025-01-17
ITEM0256;CAL-00256;Compact Fone;Calçados;DistribuidoraBeta;cx;530.26;689.34;422;76;45;A5-P23;2020-11-16;2025-02-01;
ITEM0257;MED-00257;Plus Mouse;Medicamentos;ComercialSul;un;625.13;806.42;147;5;29;A3-P31;2023-09-06;2025-04-27;2025-02-13
ITEM0258;ACE-00258;Advance Mouse;Acessórios;NorteImport;cx;541.8;904.81;475;82;169;A1-P27;2025-05-19;2025-09-03;
ITEM0259;INF-00259;Compact Monitor;Informática;DistribuidoraBeta;kg;545.66;818.49;263;40;100;A7-P5;2025-11-02;2025-11-03;
ITEM0260;INF-00260;Slim Tênis;Informática;EconDistrib;lt;483.19;980.88;272;44;80;A1-P16;2025-02-24;2025-10-19;
ITEM0261;FER-00261;Plus SSD;Ferramentas;EconDistrib;kg;230.64;488.96;302;59;134;A4-P47;2024-10-31;2025-11-03;
ITEM0262;LIM-00262;Eco Analgésico;Limpeza;ComercialSul;lt;21.03;23.34;0;18;21;A10-P37;2022-12-16;2023-11-19;
ITEM0263;ACE-00263;Pro Mouse;Acessórios;DistribuidoraBeta;cx;437.32;699.71;115;78;165;A7-P9;2022-03-19;2023-12-08;
ITEM0264;CAL-00264;Super Mouse;Calçados;Delta Supply;un;546.8;1137.34;75;17;46;A8-P15;2023-05-11;2024-09-16;
ITEM0265;ALI-00265;Pro Mouse;Alimentos;Delta Supply;kg;394.34;552.08;337;53;151;A1-P24;2020-08-20;2022-07-17;2022-03-17
ITEM0266;CAL-00266;Eco Shampoo;Calçados;FornecExpress;un;795.96;1345.17;389;88;161;A4-P36;2020-04-11;2023-02-10;
ITEM0267;ALI-00267;Smart Analgésico;Alimentos;NovaLog;kg;749.33;1034.08;223;18;17;A9-P11;2020-03-20;2022-08-23;2021-11-18
ITEM0268;ROU-00268;Super Arroz;Roupas;ComercialSul;cx;286.83;424.51;355;43;80;A5-P26;2020-11-10;2022-07-23;
ITEM0269;ROU-00269;Compact Camisa;Roupas;NovaLog;kg;783.59;1653.37;216;86;167;A8-P38;2022-08-03;2023-02-23;
ITEM0270;INF-00270;Ultra Boneca;Informática;Delta Supply;un;433.93;555.43;40;40;111;A4-P38;2023-11-28;2024-02-10;
ITEM0271;MED-00271;Slim Shampoo;Medicamentos;GrupoAlfa;cx;648.79;973.18;345;35;81;A5-P35;2022-07-19;2024-03-12;2022-12-03
ITEM0272;FER-00272;Compact HD;Ferramentas;ComercialSul;lt;544.45;1110.68;397;95;62;A8-P13;2022-06-04;2022-07-12;
ITEM0273;MED-00273;Max Parafuso;Medicamentos;NorteImport;kg;38.18;70.25;240;48;155;A5-P44;2021-01-06;2021-01-09;2022-12-19
ITEM0274;ELE-00274;Max Arroz;Eletrônicos;AurumTrade;cx;394.5;575.97;116;55;168;A6-P49;2022-02-16;2022-05-22;
ITEM0275;ACE-00275;Compact Tênis;Acessórios;Delta Supply;lt;612.84;962.16;207;94;167;A10-P36;2020-06-23;2024-02-14;
ITEM0276;MAT-00276;Smart Papel;Material de Escritório;NovaLog;un;558.4;1088.88;397;43;21;A7-P19;2024-02-07;2025-11-04;
ITEM0277;INF-00277;Slim HD;Informática;AurumTrade;un;419.73;801.68;18;36;41;A4-P19;2021-08-05;2022-07-20;
ITEM0278;BRI-00278;Pro Copo;Brinquedos;NovaLog;un;482.22;684.75;464;45;83;A4-P17;2020-08-01;2022-07-01;
ITEM0279;CAL-00279;Pro Tênis;Calçados;Delta Supply;cx;643.72;1332.5;45;67;152;A7-P3;2020-07-13;2024-12-09;
ITEM0280;ILU-00280;Super SSD;Iluminação;AurumTrade;un;735.86;1089.07;212;77;156;A7-P15;2024-05-02;2025-08-08;
ITEM0281;ILU-00281;Slim Teclado;Iluminação;EconDistrib;lt;278.06;578.36;348;86;132;A3-P24;2023-08-19;2024-03-22;
ITEM0282;INF-00282;Pro Arroz;Informática;NorteImport;un;380.29;657.9;353;57;102;A6-P17;2022-05-24;2022-11-01;
ITEM0283;MAT-00283;Smart Lâmpada;Material de Escritório;MegaFornecimentos;cx;645.24;767.84;249;70;194;A6-P33;2024-01-05;2025-03-08;
ITEM0284;MÓV-00284;Slim Papel;Móveis;FornecExpress;un;434.52;912.49;419;70;169;A8-P14;2023-12-29;2024-03-16;
ITEM0285;ALI-00285;Slim Mouse;Alimentos;NorteImport;un;604.4;749.46;276;41;167;A3-P46;2021-05-18;2021-12-16;2022-01-09
ITEM0286;ROU-00286;Advance HD;Roupas;AurumTrade;un;445.23;623.32;434;31;79;A9-P23;2024-01-02;2024-07-25;
ITEM0287;MAT-00287;Pro Fone;Material de Escritório;DistribuidoraBeta;cx;757.89;1326.31;220;69;17;A3-P44;2022-03-10;2023-07-11;
ITEM0288;BEB-00288;Plus Parafuso;Bebidas;DistribuidoraBeta;un;672.28;766.4;265;75;199;A3-P40;2025-07-10;2025-08-07;2027-09-29
ITEM0289;CAL-00289;Advance Monitor;Calçados;DistribuidoraBeta;un;183.42;324.65;464;70;180;A8-P4;2025-01-19;2025-08-22;
ITEM0290;INF-00290;Smart Papel;Informática;NorteImport;un;772.57;1506.51;439;79;44;A10-P14;2020-03-22;2025-08-23;
ITEM0291;ACE-00291;Super HD;Acessórios;NorteImport;un;99.32;162.88;251;99;133;A7-P9;2020-08-07;2024-10-05;
ITEM0292;FER-00292;Eco Tênis;Ferramentas;NovaLog;cx;672.79;894.81;354;8;25;A7-P50;2020-06-27;2023-05-25;
ITEM0293;INF-00293;Eco Mouse;Informática;NorteImport;un;702.48;1011.57;348;82;34;A10-P31;2023-05-16;2024-06-02;
ITEM0294;LIM-00294;Super Fone;Limpeza;EconDistrib;lt;73.99;82.13;451;65;108;A4-P25;2021-12-31;2023-01-15;
ITEM0295;ALI-00295;Pro Tênis;Alimentos;AurumTrade;lt;144.79;263.52;374;63;136;A4-P8;2024-09-09;2025-08-18;2027-07-21
ITEM0296;HIG-00296;Ultra Caneta;Higiene Pessoal;EconDistrib;lt;488.72;615.79;405;65;157;A3-P8;2025-05-23;2025-10-25;2028-03-26
ITEM0297;INF-00297;Super Lâmpada;Informática;Delta Supply;un;426.89;636.07;474;75;138;A7-P32;2023-11-20;2024-10-19;
ITEM0298;LIM-00298;Smart Teclado;Limpeza;NovaLog;kg;440.73;661.1;482;62;30;A8-P21;2023-07-02;2024-11-24;
ITEM0299;BRI-00299;Compact Arroz;Brinquedos;NorteImport;kg;287.37;574.74;408;12;197;A5-P27;2020-02-23;2020-10-04;
ITEM0300;ACE-00300;Ultra Martelo;Acessórios;ComercialSul;lt;156.24;182.8;128;56;11;A2-P26;2022-04-23;2025-04-17;
